skin_tone,eye_color,hair_color,primary_season,color_palette,palette_name,noisy_color_palette,noisy_palette_name
light,brown,black,Summer,"['soft green', 'lavender', 'warm green', 'deep red', 'white']",Palette_1ea8bf90,"['light soft green', 'muted lavender', 'warm green', 'muted deep red', 'dark white']",Palette_1d3c96f1
mediumTan,brown,brown,Autumn,"['olive green', 'deep red', 'coral', 'grey', 'white']",Palette_2856d481,"['dark olive green', 'bright deep red', 'muted coral', 'bright grey', 'dark white']",Palette_ba8ac1e2
fair,brown,brown,Summer,"['lavender', 'grey', 'peach', 'warm brown', 'black']",Palette_c54602c2,"['dark lavender', 'light grey', 'muted peach', 'warm brown', 'light black']",Palette_55c71052
lightMedium,brown,black,Spring,"['coral', 'warm green', 'soft green', 'mustard', 'jewel blue']",Palette_902fdb65,"['light coral', 'light warm green', 'dark soft green', 'bright mustard', 'light jewel blue']",Palette_dbac3cfa
light,blue,blonde,Spring,"['clear turquoise', 'warm green', 'lavender', 'orange', 'navy']",Palette_1c340ec5,"['clear turquoise', 'dark warm green', 'light lavender', 'dark orange', 'muted navy']",Palette_14c408bf
fair,hazel,red,Spring,"['warm green', 'coral', 'soft green', 'deep red', 'navy']",Palette_19f95b5c,"['muted warm green', 'bright coral', 'muted soft green', 'light deep red', 'dark navy']",Palette_3a2ce1bd
fair,brown,auburn,Summer,"['pastel blue', 'grey', 'warm green', 'mustard', 'black']",Palette_524fe581,"['muted pastel blue', 'muted grey', 'bright warm green', 'muted mustard', 'light black']",Palette_a97ef022
light,blue,blonde,Spring,"['peach', 'clear turquoise', 'lavender', 'deep red', 'black']",Palette_89a2829e,"['peach', 'bright clear turquoise', 'light lavender', 'bright deep red', 'bright black']",Palette_24b5cc7b
lightMedium,brown,brown,Autumn,"['deep red', 'orange', 'coral', 'soft pink', 'bright red']",Palette_d1417b60,"['dark deep red', 'light orange', 'coral', 'dark soft pink', 'bright bright red']",Palette_e1615d7b
fair,hazel,brown,Summer,"['lavender', 'pastel blue', 'coral', 'orange', 'black']",Palette_82db513e,"['lavender', 'dark pastel blue', 'dark coral', 'dark orange', 'black']",Palette_3091ce2e
lightMedium,brown,brown,Autumn,"['deep red', 'warm brown', 'coral', 'grey', 'jewel blue']",Palette_06cc631f,"['light deep red', 'muted warm brown', 'muted coral', 'muted grey', 'light jewel blue']",Palette_3d0dbba7
light,brown,black,Summer,"['lavender', 'soft pink', 'coral', 'orange', 'jewel blue']",Palette_b3ca4278,"['light lavender', 'dark soft pink', 'muted coral', 'light orange', 'muted jewel blue']",Palette_8f9120e9
fair,green,brown,Summer,"['grey', 'soft green', 'peach', 'olive green', 'black']",Palette_2bc1b713,"['bright grey', 'soft green', 'bright peach', 'dark olive green', 'light black']",Palette_cf0e3ad6
light,hazel,blonde,Spring,"['coral', 'clear turquoise', 'lavender', 'orange', 'jewel blue']",Palette_1423236e,"['muted coral', 'dark clear turquoise', 'lavender', 'light orange', 'bright jewel blue']",Palette_0f605c81
lightMedium,brown,black,Spring,"['clear turquoise', 'golden yellow', 'pastel blue', 'deep red', 'white']",Palette_8145a53c,"['light clear turquoise', 'golden yellow', 'bright pastel blue', 'muted deep red', 'dark white']",Palette_f9e33ecb
fairLight,green,red,Spring,"['golden yellow', 'peach', 'soft pink', 'warm brown', 'black']",Palette_9677c33a,"['muted golden yellow', 'peach', 'light soft pink', 'warm brown', 'bright black']",Palette_7d83d067
tan,brown,brown,Autumn,"['mustard', 'olive green', 'clear turquoise', 'soft green', 'white']",Palette_5dec1db0,"['mustard', 'bright olive green', 'muted clear turquoise', 'muted soft green', 'dark white']",Palette_f42b0417
fairLight,green,blonde,Spring,"['clear turquoise', 'coral', 'soft green', 'warm brown', 'bright red']",Palette_ae0bcae0,"['dark clear turquoise', 'muted coral', 'dark soft green', 'muted warm brown', 'bright bright red']",Palette_d02e1f5e
medium,brown,black,Spring,"['clear turquoise', 'peach', 'grey', 'warm brown', 'white']",Palette_5c7e0b0c,"['light clear turquoise', 'peach', 'muted grey', 'warm brown', 'bright white']",Palette_8c2c61df
fairLight,hazel,brown,Summer,"['soft pink', 'pastel blue', 'coral', 'warm brown', 'jewel blue']",Palette_007fc244,"['soft pink', 'bright pastel blue', 'dark coral', 'muted warm brown', 'dark jewel blue']",Palette_0d52b0b2
mediumTan,blue,brown,Spring,"['warm green', 'peach', 'lavender', 'olive green', 'jewel blue']",Palette_553960f9,"['bright warm green', 'peach', 'dark lavender', 'light olive green', 'jewel blue']",Palette_e92173e2
light,green,blonde,Spring,"['coral', 'golden yellow', 'grey', 'olive green', 'navy']",Palette_c2d0f776,"['light coral', 'golden yellow', 'grey', 'muted olive green', 'muted navy']",Palette_d68753c6
fair,brown,black,Summer,"['pastel blue', 'lavender', 'golden yellow', 'olive green', 'navy']",Palette_ed3b1074,"['light pastel blue', 'light lavender', 'muted golden yellow', 'bright olive green', 'navy']",Palette_76388e63
medium,brown,brown,Autumn,"['mustard', 'orange', 'golden yellow', 'pastel blue', 'jewel blue']",Palette_988e5444,"['mustard', 'muted orange', 'dark golden yellow', 'dark pastel blue', 'light jewel blue']",Palette_4b4fb23d
light,green,blonde,Spring,"['clear turquoise', 'warm green', 'pastel blue', 'olive green', 'jewel blue']",Palette_60caabd9,"['dark clear turquoise', 'warm green', 'muted pastel blue', 'bright olive green', 'dark jewel blue']",Palette_e2e2a341
fair,blue,brown,Summer,"['grey', 'soft green', 'clear turquoise', 'warm brown', 'bright red']",Palette_c1eb481c,"['light grey', 'light soft green', 'bright clear turquoise', 'warm brown', 'bright red']",Palette_8f19c444
light,blue,brown,Summer,"['lavender', 'soft green', 'warm green', 'deep red', 'white']",Palette_4d736055,"['muted lavender', 'soft green', 'dark warm green', 'bright deep red', 'white']",Palette_4571a33c
lightMedium,brown,black,Spring,"['warm green', 'clear turquoise', 'pastel blue', 'mustard', 'navy']",Palette_34159b6b,"['bright warm green', 'clear turquoise', 'bright pastel blue', 'muted mustard', 'navy']",Palette_20467d48
lightMedium,brown,black,Spring,"['clear turquoise', 'warm green', 'lavender', 'warm brown', 'black']",Palette_5443f605,"['dark clear turquoise', 'dark warm green', 'muted lavender', 'muted warm brown', 'dark black']",Palette_2aa778cc
light,hazel,brown,Summer,"['soft pink', 'grey', 'golden yellow', 'deep red', 'navy']",Palette_79a270fe,"['light soft pink', 'light grey', 'light golden yellow', 'deep red', 'light navy']",Palette_f7300509
lightMedium,brown,brown,Autumn,"['deep red', 'warm brown', 'golden yellow', 'soft pink', 'jewel blue']",Palette_17021077,"['light deep red', 'light warm brown', 'bright golden yellow', 'muted soft pink', 'muted jewel blue']",Palette_10a0c299
lightMedium,brown,black,Spring,"['warm green', 'golden yellow', 'soft green', 'olive green', 'jewel blue']",Palette_f8fd3d82,"['bright warm green', 'dark golden yellow', 'dark soft green', 'muted olive green', 'light jewel blue']",Palette_b2dc0c2d
lightMedium,brown,black,Spring,"['warm green', 'clear turquoise', 'lavender', 'deep red', 'bright red']",Palette_d2113a7a,"['dark warm green', 'dark clear turquoise', 'bright lavender', 'dark deep red', 'bright red']",Palette_6f3a8a63
light,green,brown,Summer,"['grey', 'soft green', 'clear turquoise', 'deep red', 'navy']",Palette_65133959,"['light grey', 'bright soft green', 'light clear turquoise', 'muted deep red', 'light navy']",Palette_f6882a79
light,hazel,brown,Summer,"['soft green', 'grey', 'golden yellow', 'orange', 'bright red']",Palette_84b0ea37,"['bright soft green', 'muted grey', 'bright golden yellow', 'orange', 'dark bright red']",Palette_c1b4ba3b
lightMedium,hazel,blonde,Spring,"['golden yellow', 'warm green', 'soft green', 'olive green', 'white']",Palette_cdcb4318,"['muted golden yellow', 'bright warm green', 'light soft green', 'bright olive green', 'white']",Palette_b4bcfa79
mediumTan,brown,brown,Autumn,"['orange', 'mustard', 'clear turquoise', 'lavender', 'white']",Palette_1c495045,"['bright orange', 'muted mustard', 'dark clear turquoise', 'dark lavender', 'dark white']",Palette_bb529c92
fair,green,brown,Summer,"['soft green', 'soft pink', 'coral', 'orange', 'black']",Palette_9888eee8,"['dark soft green', 'muted soft pink', 'dark coral', 'muted orange', 'bright black']",Palette_4036f1cc
light,brown,brown,Summer,"['grey', 'soft green', 'coral', 'warm brown', 'white']",Palette_b759148c,"['muted grey', 'dark soft green', 'light coral', 'muted warm brown', 'white']",Palette_c91f776f
light,brown,black,Summer,"['soft green', 'pastel blue', 'coral', 'mustard', 'black']",Palette_453678fe,"['dark soft green', 'pastel blue', 'muted coral', 'mustard', 'muted black']",Palette_57ba0487
mediumTan,brown,brown,Autumn,"['mustard', 'orange', 'golden yellow', 'grey', 'navy']",Palette_15936aa3,"['muted mustard', 'bright orange', 'golden yellow', 'grey', 'navy']",Palette_5ec812ab
fair,blue,blonde,Spring,"['warm green', 'peach', 'soft green', 'olive green', 'jewel blue']",Palette_018d94a1,"['muted warm green', 'muted peach', 'bright soft green', 'dark olive green', 'jewel blue']",Palette_f19e220e
fair,green,blonde,Spring,"['warm green', 'golden yellow', 'pastel blue', 'olive green', 'black']",Palette_d25193c7,"['light warm green', 'light golden yellow', 'muted pastel blue', 'dark olive green', 'bright black']",Palette_d00a9350
fair,blue,brown,Summer,"['grey', 'soft pink', 'coral', 'orange', 'white']",Palette_a4556649,"['light grey', 'muted soft pink', 'bright coral', 'orange', 'dark white']",Palette_507de837
light,blue,brown,Summer,"['soft green', 'pastel blue', 'warm green', 'mustard', 'black']",Palette_db621051,"['light soft green', 'bright pastel blue', 'bright warm green', 'mustard', 'dark black']",Palette_326e8778
light,blue,blonde,Spring,"['coral', 'golden yellow', 'lavender', 'deep red', 'black']",Palette_3264d1b0,"['light coral', 'golden yellow', 'lavender', 'bright deep red', 'bright black']",Palette_7e107799
mediumTan,brown,brown,Autumn,"['mustard', 'deep red', 'clear turquoise', 'pastel blue', 'bright red']",Palette_9a386950,"['muted mustard', 'light deep red', 'clear turquoise', 'light pastel blue', 'muted bright red']",Palette_7fec08b4
light,green,brown,Summer,"['soft pink', 'lavender', 'golden yellow', 'mustard', 'navy']",Palette_57d02d61,"['light soft pink', 'light lavender', 'muted golden yellow', 'bright mustard', 'navy']",Palette_a5c448c0
mediumTan,brown,black,Spring,"['golden yellow', 'warm green', 'soft pink', 'warm brown', 'white']",Palette_d68110c4,"['bright golden yellow', 'light warm green', 'light soft pink', 'light warm brown', 'muted white']",Palette_4cc7e4c4
lightMedium,blue,blonde,Spring,"['clear turquoise', 'peach', 'soft pink', 'deep red', 'navy']",Palette_cb6325ec,"['clear turquoise', 'bright peach', 'light soft pink', 'light deep red', 'light navy']",Palette_173b5c58
lightMedium,brown,black,Spring,"['clear turquoise', 'coral', 'grey', 'olive green', 'jewel blue']",Palette_293a5f84,"['muted clear turquoise', 'dark coral', 'dark grey', 'bright olive green', 'muted jewel blue']",Palette_775eeba1
fair,blue,brown,Summer,"['grey', 'lavender', 'clear turquoise', 'deep red', 'white']",Palette_ad316d1b,"['light grey', 'dark lavender', 'bright clear turquoise', 'muted deep red', 'white']",Palette_5f404545
medium,blue,blonde,Spring,"['golden yellow', 'warm green', 'soft green', 'mustard', 'white']",Palette_7cf7a369,"['bright golden yellow', 'light warm green', 'dark soft green', 'mustard', 'muted white']",Palette_d8831065
fairLight,hazel,red,Spring,"['golden yellow', 'warm green', 'lavender', 'warm brown', 'navy']",Palette_a946d396,"['bright golden yellow', 'bright warm green', 'dark lavender', 'dark warm brown', 'navy']",Palette_1d5deccf
fair,brown,red,Summer,"['soft green', 'lavender', 'clear turquoise', 'mustard', 'navy']",Palette_4f59a7e9,"['light soft green', 'muted lavender', 'clear turquoise', 'dark mustard', 'muted navy']",Palette_6d4bf5a9
light,hazel,brown,Summer,"['grey', 'lavender', 'clear turquoise', 'orange', 'bright red']",Palette_ce2f2b27,"['bright grey', 'dark lavender', 'light clear turquoise', 'dark orange', 'dark bright red']",Palette_43812937
light,brown,brown,Summer,"['soft pink', 'soft green', 'clear turquoise', 'warm brown', 'bright red']",Palette_416e66c8,"['soft pink', 'muted soft green', 'clear turquoise', 'bright warm brown', 'bright bright red']",Palette_61f4e4e0
lightMedium,brown,brown,Autumn,"['mustard', 'orange', 'warm green', 'grey', 'navy']",Palette_e4ca5c85,"['mustard', 'dark orange', 'warm green', 'dark grey', 'dark navy']",Palette_1dcbbe01
fair,hazel,red,Spring,"['coral', 'clear turquoise', 'pastel blue', 'olive green', 'navy']",Palette_1e5fabe6,"['light coral', 'bright clear turquoise', 'light pastel blue', 'bright olive green', 'navy']",Palette_d06beac7
fairLight,blue,blonde,Spring,"['peach', 'clear turquoise', 'lavender', 'deep red', 'jewel blue']",Palette_a5db4915,"['peach', 'dark clear turquoise', 'lavender', 'dark deep red', 'muted jewel blue']",Palette_9e272bb3
fair,brown,black,Summer,"['soft green', 'pastel blue', 'peach', 'deep red', 'navy']",Palette_ca0453e2,"['light soft green', 'bright pastel blue', 'bright peach', 'dark deep red', 'light navy']",Palette_0df44e20
lightMedium,brown,black,Spring,"['golden yellow', 'peach', 'soft pink', 'mustard', 'white']",Palette_8d30aa95,"['bright golden yellow', 'muted peach', 'light soft pink', 'light mustard', 'dark white']",Palette_513e005d
lightMedium,brown,brown,Autumn,"['olive green', 'mustard', 'golden yellow', 'pastel blue', 'bright red']",Palette_732f5034,"['bright olive green', 'mustard', 'bright golden yellow', 'dark pastel blue', 'muted bright red']",Palette_1685290c
fair,hazel,brown,Summer,"['soft pink', 'lavender', 'warm green', 'olive green', 'black']",Palette_ca32319b,"['dark soft pink', 'dark lavender', 'light warm green', 'muted olive green', 'light black']",Palette_a87f870a
lightMedium,brown,brown,Autumn,"['olive green', 'mustard', 'peach', 'pastel blue', 'jewel blue']",Palette_7c9cc025,"['dark olive green', 'light mustard', 'bright peach', 'light pastel blue', 'light jewel blue']",Palette_b0ac5ef2
deep,brown,brown,Winter,"['black', 'white', 'warm green', 'soft green', 'orange']",Palette_13eb05ff,"['light black', 'light white', 'light warm green', 'bright soft green', 'orange']",Palette_9bac72d7
light,green,brown,Summer,"['pastel blue', 'lavender', 'clear turquoise', 'olive green', 'navy']",Palette_3f1c308e,"['muted pastel blue', 'light lavender', 'muted clear turquoise', 'light olive green', 'bright navy']",Palette_fe651f99
lightMedium,brown,brown,Autumn,"['mustard', 'warm brown', 'golden yellow', 'soft green', 'bright red']",Palette_a448462a,"['dark mustard', 'dark warm brown', 'muted golden yellow', 'muted soft green', 'dark bright red']",Palette_d604eae7
lightMedium,green,brown,Autumn,"['warm brown', 'orange', 'golden yellow', 'pastel blue', 'black']",Palette_962582f4,"['dark warm brown', 'orange', 'golden yellow', 'bright pastel blue', 'muted black']",Palette_920eb104
deep,brown,brown,Winter,"['navy', 'jewel blue', 'warm green', 'lavender', 'orange']",Palette_2f4c526d,"['dark navy', 'light jewel blue', 'muted warm green', 'light lavender', 'bright orange']",Palette_af98aee2
lightMedium,brown,black,Spring,"['peach', 'golden yellow', 'soft green', 'deep red', 'black']",Palette_9e7d8310,"['light peach', 'muted golden yellow', 'muted soft green', 'deep red', 'muted black']",Palette_a1848d5e
fair,brown,brown,Summer,"['lavender', 'grey', 'golden yellow', 'warm brown', 'jewel blue']",Palette_fac7736a,"['lavender', 'bright grey', 'golden yellow', 'muted warm brown', 'dark jewel blue']",Palette_8934daf7
lightMedium,brown,black,Spring,"['golden yellow', 'clear turquoise', 'grey', 'olive green', 'jewel blue']",Palette_cd60491a,"['golden yellow', 'clear turquoise', 'grey', 'muted olive green', 'bright jewel blue']",Palette_e6bbe6a8
fair,blue,brown,Summer,"['grey', 'soft green', 'golden yellow', 'mustard', 'black']",Palette_206d55da,"['light grey', 'soft green', 'golden yellow', 'mustard', 'bright black']",Palette_c4cdbf56
light,brown,blonde,Summer,"['soft pink', 'grey', 'golden yellow', 'mustard', 'navy']",Palette_830df76f,"['muted soft pink', 'light grey', 'muted golden yellow', 'light mustard', 'dark navy']",Palette_63fae5a8
lightMedium,brown,brown,Autumn,"['deep red', 'olive green', 'warm green', 'grey', 'bright red']",Palette_ab6bab97,"['deep red', 'dark olive green', 'warm green', 'light grey', 'bright red']",Palette_016e5670
