skin_tone,eye_color,hair_color,primary_season,color_palette
fair,brown,brown,Summer,"['pastel blue', 'soft pink', 'golden yellow', 'olive green', 'bright red']"
deep,brown,black,Winter,"['navy', 'jewel blue', 'coral', 'soft pink', 'mustard']"
light,brown,brown,Summer,"['soft pink', 'grey', 'warm green', 'mustard', 'bright red']"
light,green,blonde,Spring,"['peach', 'coral', 'lavender', 'deep red', 'bright red']"
light,brown,brown,Summer,"['grey', 'lavender', 'warm green', 'mustard', 'white']"
fair,hazel,black,Summer,"['soft green', 'lavender', 'peach', 'olive green', 'white']"
fair,blue,blonde,Spring,"['golden yellow', 'warm green', 'grey', 'deep red', 'black']"
fair,hazel,brown,Summer,"['soft green', 'soft pink', 'warm green', 'deep red', 'navy']"
light,green,brown,Summer,"['soft pink', 'pastel blue', 'coral', 'deep red', 'navy']"
fair,brown,black,Summer,"['pastel blue', 'soft green', 'peach', 'warm brown', 'bright red']"
fair,green,blonde,Spring,"['clear turquoise', 'coral', 'pastel blue', 'deep red', 'jewel blue']"
fair,blue,blonde,Spring,"['golden yellow', 'peach', 'soft green', 'warm brown', 'jewel blue']"
fair,blue,brown,Summer,"['soft green', 'lavender', 'warm green', 'deep red', 'navy']"
light,hazel,blonde,Spring,"['coral', 'warm green', 'soft green', 'mustard', 'white']"
fair,hazel,black,Summer,"['grey', 'soft pink', 'coral', 'deep red', 'black']"
lightMedium,brown,brown,Autumn,"['deep red', 'orange', 'coral', 'lavender', 'jewel blue']"
lightMedium,brown,black,Spring,"['clear turquoise', 'peach', 'soft green', 'orange', 'black']"
light,hazel,black,Summer,"['grey', 'pastel blue', 'clear turquoise', 'orange', 'black']"
fairLight,blue,blonde,Spring,"['peach', 'warm green', 'soft green', 'mustard', 'navy']"
lightMedium,brown,black,Spring,"['warm green', 'coral', 'pastel blue', 'warm brown', 'black']"
fair,brown,brown,Summer,"['soft green', 'soft pink', 'clear turquoise', 'orange', 'white']"
fair,blue,blonde,Spring,"['clear turquoise', 'coral', 'grey', 'olive green', 'navy']"
fair,hazel,brown,Summer,"['soft green', 'grey', 'golden yellow', 'warm brown', 'jewel blue']"
fair,hazel,brown,Summer,"['soft pink', 'soft green', 'peach', 'mustard', 'navy']"
fair,green,blonde,Spring,"['clear turquoise', 'coral', 'grey', 'mustard', 'black']"
medium,brown,black,Spring,"['clear turquoise', 'coral', 'soft pink', 'deep red', 'navy']"
lightMedium,brown,black,Spring,"['peach', 'clear turquoise', 'soft pink', 'orange', 'navy']"
lightMedium,brown,black,Spring,"['warm green', 'coral', 'soft pink', 'warm brown', 'jewel blue']"
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'golden yellow', 'soft pink', 'jewel blue']"
light,green,blonde,Spring,"['golden yellow', 'coral', 'soft green', 'olive green', 'black']"
lightMedium,brown,brown,Autumn,"['mustard', 'warm brown', 'peach', 'soft green', 'jewel blue']"
light,brown,brown,Summer,"['pastel blue', 'lavender', 'warm green', 'warm brown', 'white']"
fairLight,green,brown,Summer,"['grey', 'pastel blue', 'golden yellow', 'olive green', 'white']"
lightMedium,hazel,blonde,Spring,"['coral', 'golden yellow', 'grey', 'olive green', 'bright red']"
fair,brown,brown,Summer,"['lavender', 'pastel blue', 'golden yellow', 'warm brown', 'jewel blue']"
light,brown,brown,Summer,"['lavender', 'soft pink', 'clear turquoise', 'warm brown', 'black']"
fair,blue,brown,Summer,"['lavender', 'grey', 'clear turquoise', 'deep red', 'white']"
fair,blue,blonde,Spring,"['peach', 'coral', 'soft green', 'warm brown', 'jewel blue']"
fair,blue,black,Summer,"['soft green', 'lavender', 'peach', 'orange', 'bright red']"
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'coral', 'pastel blue', 'bright red']"
light,brown,brown,Summer,"['soft pink', 'grey', 'golden yellow', 'warm brown', 'black']"
fair,blue,blonde,Spring,"['coral', 'warm green', 'grey', 'orange', 'jewel blue']"
fair,blue,blonde,Spring,"['golden yellow', 'coral', 'grey', 'warm brown', 'white']"
Other,brown,black,Winter,"['bright red', 'white', 'peach', 'lavender', 'mustard']"
mediumTan,brown,brown,Autumn,"['deep red', 'warm brown', 'warm green', 'pastel blue', 'navy']"
fair,brown,brown,Summer,"['lavender', 'pastel blue', 'golden yellow', 'mustard', 'navy']"
lightMedium,brown,brown,Autumn,"['deep red', 'warm brown', 'golden yellow', 'lavender', 'bright red']"
fair,brown,brown,Summer,"['grey', 'pastel blue', 'peach', 'deep red', 'white']"
light,blue,blonde,Spring,"['warm green', 'peach', 'soft pink', 'olive green', 'jewel blue']"
medium,brown,brown,Autumn,"['mustard', 'orange', 'warm green', 'grey', 'white']"
fair,hazel,brown,Summer,"['soft green', 'pastel blue', 'clear turquoise', 'deep red', 'bright red']"
fair,brown,black,Summer,"['soft pink', 'grey', 'warm green', 'mustard', 'white']"
lightMedium,brown,black,Spring,"['peach', 'golden yellow', 'soft green', 'olive green', 'jewel blue']"
deep,brown,brown,Winter,"['white', 'black', 'peach', 'lavender', 'deep red']"
light,blue,brown,Summer,"['soft green', 'pastel blue', 'coral', 'mustard', 'black']"
lightMedium,brown,brown,Autumn,"['olive green', 'mustard', 'clear turquoise', 'soft pink', 'white']"
light,hazel,blonde,Spring,"['golden yellow', 'warm green', 'lavender', 'deep red', 'jewel blue']"
light,blue,blonde,Spring,"['golden yellow', 'warm green', 'soft green', 'orange', 'black']"
lightMedium,brown,brown,Autumn,"['olive green', 'mustard', 'warm green', 'pastel blue', 'white']"
fair,blue,blonde,Spring,"['coral', 'peach', 'soft green', 'mustard', 'jewel blue']"
light,brown,brown,Summer,"['soft pink', 'soft green', 'warm green', 'deep red', 'jewel blue']"
medium,hazel,brown,Autumn,"['deep red', 'orange', 'coral', 'soft pink', 'navy']"
fair,brown,brown,Summer,"['grey', 'soft pink', 'coral', 'orange', 'navy']"
light,brown,brown,Summer,"['pastel blue', 'soft pink', 'warm green', 'olive green', 'jewel blue']"
medium,brown,brown,Autumn,"['orange', 'warm brown', 'coral', 'soft green', 'black']"
fair,blue,blonde,Spring,"['warm green', 'clear turquoise', 'lavender', 'olive green', 'black']"
fairLight,hazel,blonde,Spring,"['clear turquoise', 'warm green', 'soft pink', 'deep red', 'black']"
mediumTan,brown,black,Spring,"['warm green', 'golden yellow', 'pastel blue', 'olive green', 'bright red']"
lightMedium,brown,brown,Autumn,"['olive green', 'mustard', 'clear turquoise', 'soft pink', 'bright red']"
fair,blue,Other,Summer,"['lavender', 'grey', 'coral', 'mustard', 'navy']"
mediumTan,brown,brown,Autumn,"['deep red', 'orange', 'peach', 'grey', 'white']"
lightMedium,brown,brown,Autumn,"['warm brown', 'olive green', 'warm green', 'soft pink', 'white']"
fair,blue,blonde,Spring,"['clear turquoise', 'golden yellow', 'grey', 'mustard', 'white']"
fair,brown,brown,Summer,"['lavender', 'pastel blue', 'peach', 'deep red', 'black']"
light,green,brown,Summer,"['soft green', 'grey', 'clear turquoise', 'orange', 'white']"
light,brown,brown,Summer,"['soft pink', 'grey', 'warm green', 'olive green', 'black']"
tan,brown,black,Spring,"['peach', 'coral', 'soft green', 'deep red', 'bright red']"
light,blue,blonde,Spring,"['peach', 'golden yellow', 'pastel blue', 'olive green', 'bright red']"
tan,brown,brown,Autumn,"['deep red', 'warm brown', 'coral', 'soft green', 'white']"
fairLight,green,brown,Summer,"['pastel blue', 'lavender', 'clear turquoise', 'orange', 'jewel blue']"
light,blue,brown,Summer,"['pastel blue', 'grey', 'golden yellow', 'orange', 'jewel blue']"
mediumTan,brown,brown,Autumn,"['orange', 'olive green', 'peach', 'pastel blue', 'white']"
lightMedium,green,brown,Autumn,"['deep red', 'orange', 'coral', 'pastel blue', 'navy']"
light,brown,auburn,Summer,"['grey', 'pastel blue', 'warm green', 'mustard', 'white']"
light,brown,brown,Summer,"['grey', 'pastel blue', 'clear turquoise', 'deep red', 'white']"
fairLight,brown,black,Summer,"['soft pink', 'pastel blue', 'coral', 'mustard', 'black']"
lightMedium,brown,brown,Autumn,"['olive green', 'mustard', 'clear turquoise', 'lavender', 'bright red']"
lightMedium,hazel,brown,Autumn,"['olive green', 'warm brown', 'peach', 'lavender', 'black']"
light,hazel,blonde,Spring,"['coral', 'golden yellow', 'pastel blue', 'orange', 'navy']"
lightMedium,brown,brown,Autumn,"['mustard', 'orange', 'peach', 'pastel blue', 'black']"
fair,Other,brown,Summer,"['lavender', 'soft green', 'coral', 'warm brown', 'black']"
lightMedium,hazel,brown,Autumn,"['olive green', 'deep red', 'clear turquoise', 'pastel blue', 'white']"
fair,brown,brown,Summer,"['soft green', 'grey', 'golden yellow', 'olive green', 'black']"
light,brown,brown,Summer,"['soft green', 'pastel blue', 'coral', 'mustard', 'bright red']"
lightMedium,brown,brown,Autumn,"['orange', 'olive green', 'clear turquoise', 'grey', 'white']"
fair,brown,black,Summer,"['lavender', 'soft pink', 'warm green', 'mustard', 'black']"
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'golden yellow', 'grey', 'white']"
lightMedium,brown,black,Spring,"['clear turquoise', 'warm green', 'grey', 'mustard', 'white']"
tan,brown,black,Spring,"['clear turquoise', 'golden yellow', 'soft pink', 'warm brown', 'white']"
light,brown,brown,Summer,"['grey', 'soft green', 'peach', 'warm brown', 'black']"
fairLight,hazel,brown,Summer,"['soft pink', 'pastel blue', 'peach', 'deep red', 'white']"
fair,green,blonde,Spring,"['warm green', 'golden yellow', 'pastel blue', 'mustard', 'bright red']"
light,green,brown,Summer,"['soft green', 'pastel blue', 'peach', 'orange', 'navy']"
lightMedium,brown,black,Spring,"['coral', 'golden yellow', 'grey', 'orange', 'jewel blue']"
mediumTan,brown,black,Spring,"['coral', 'golden yellow', 'pastel blue', 'orange', 'jewel blue']"
lightMedium,hazel,brown,Autumn,"['orange', 'warm brown', 'golden yellow', 'soft green', 'navy']"
lightMedium,brown,brown,Autumn,"['orange', 'olive green', 'golden yellow', 'lavender', 'navy']"
fairLight,brown,red,Summer,"['grey', 'soft green', 'coral', 'olive green', 'jewel blue']"
fair,hazel,brown,Summer,"['lavender', 'soft green', 'golden yellow', 'olive green', 'jewel blue']"
fair,blue,red,Spring,"['warm green', 'clear turquoise', 'grey', 'warm brown', 'black']"
mediumTan,brown,brown,Autumn,"['olive green', 'warm brown', 'golden yellow', 'lavender', 'jewel blue']"
light,blue,brown,Summer,"['soft pink', 'lavender', 'golden yellow', 'mustard', 'white']"
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'clear turquoise', 'pastel blue', 'jewel blue']"
light,green,brown,Summer,"['lavender', 'pastel blue', 'warm green', 'mustard', 'white']"
deep,brown,black,Winter,"['white', 'navy', 'golden yellow', 'lavender', 'olive green']"
lightMedium,blue,blonde,Spring,"['warm green', 'peach', 'lavender', 'mustard', 'black']"
tan,brown,black,Spring,"['clear turquoise', 'golden yellow', 'soft pink', 'mustard', 'navy']"
fairLight,hazel,red,Spring,"['coral', 'clear turquoise', 'pastel blue', 'mustard', 'navy']"
light,blue,brown,Summer,"['pastel blue', 'grey', 'clear turquoise', 'orange', 'black']"
fair,blue,brown,Summer,"['lavender', 'soft green', 'warm green', 'olive green', 'black']"
mediumTan,brown,black,Spring,"['warm green', 'clear turquoise', 'grey', 'orange', 'white']"
light,brown,brown,Summer,"['pastel blue', 'soft pink', 'golden yellow', 'orange', 'white']"
fair,brown,blonde,Summer,"['lavender', 'pastel blue', 'golden yellow', 'mustard', 'navy']"
medium,green,brown,Autumn,"['deep red', 'mustard', 'coral', 'pastel blue', 'white']"
fair,brown,brown,Summer,"['lavender', 'grey', 'coral', 'mustard', 'navy']"
fairLight,blue,blonde,Spring,"['peach', 'warm green', 'soft pink', 'mustard', 'white']"
lightMedium,brown,brown,Autumn,"['warm brown', 'deep red', 'coral', 'pastel blue', 'bright red']"
fair,green,blonde,Spring,"['peach', 'warm green', 'soft green', 'warm brown', 'navy']"
medium,brown,brown,Autumn,"['warm brown', 'mustard', 'warm green', 'soft pink', 'jewel blue']"
mediumTan,brown,black,Spring,"['golden yellow', 'warm green', 'soft green', 'olive green', 'white']"
lightMedium,blue,blonde,Spring,"['golden yellow', 'peach', 'soft green', 'mustard', 'bright red']"
light,green,blonde,Spring,"['peach', 'clear turquoise', 'lavender', 'mustard', 'jewel blue']"
lightMedium,brown,black,Spring,"['warm green', 'coral', 'lavender', 'olive green', 'black']"
light,hazel,brown,Summer,"['soft pink', 'soft green', 'peach', 'orange', 'black']"
fair,hazel,auburn,Spring,"['clear turquoise', 'warm green', 'soft pink', 'olive green', 'bright red']"
light,hazel,blonde,Spring,"['clear turquoise', 'warm green', 'lavender', 'warm brown', 'jewel blue']"
mediumTan,brown,brown,Autumn,"['deep red', 'orange', 'golden yellow', 'soft green', 'navy']"
fair,green,blonde,Spring,"['peach', 'coral', 'soft pink', 'deep red', 'white']"
light,hazel,auburn,Spring,"['warm green', 'golden yellow', 'pastel blue', 'orange', 'jewel blue']"
fairLight,blue,red,Spring,"['clear turquoise', 'warm green', 'grey', 'warm brown', 'black']"
light,brown,brown,Summer,"['lavender', 'soft green', 'clear turquoise', 'deep red', 'navy']"
light,blue,brown,Summer,"['soft pink', 'pastel blue', 'clear turquoise', 'olive green', 'white']"
fair,blue,brown,Summer,"['soft green', 'soft pink', 'golden yellow', 'orange', 'black']"
mediumTan,brown,black,Spring,"['clear turquoise', 'peach', 'pastel blue', 'olive green', 'jewel blue']"
tan,brown,black,Spring,"['golden yellow', 'clear turquoise', 'pastel blue', 'orange', 'jewel blue']"
lightMedium,hazel,blonde,Spring,"['clear turquoise', 'peach', 'soft pink', 'warm brown', 'jewel blue']"
light,brown,brown,Summer,"['soft pink', 'grey', 'coral', 'warm brown', 'bright red']"
mediumTan,brown,brown,Autumn,"['deep red', 'warm brown', 'warm green', 'pastel blue', 'jewel blue']"
lightMedium,brown,brown,Autumn,"['orange', 'mustard', 'coral', 'lavender', 'bright red']"
light,brown,brown,Summer,"['soft green', 'pastel blue', 'coral', 'deep red', 'navy']"
lightMedium,brown,blonde,Spring,"['warm green', 'clear turquoise', 'pastel blue', 'warm brown', 'navy']"
light,brown,brown,Summer,"['soft pink', 'soft green', 'peach', 'mustard', 'jewel blue']"
lightMedium,brown,brown,Autumn,"['warm brown', 'olive green', 'golden yellow', 'lavender', 'bright red']"
lightMedium,brown,black,Spring,"['coral', 'golden yellow', 'pastel blue', 'olive green', 'jewel blue']"
lightMedium,brown,blonde,Spring,"['clear turquoise', 'warm green', 'pastel blue', 'olive green', 'jewel blue']"
fairLight,green,brown,Summer,"['pastel blue', 'soft green', 'warm green', 'deep red', 'white']"
fair,green,Other,Summer,"['soft pink', 'lavender', 'clear turquoise', 'orange', 'white']"
fair,blue,blonde,Spring,"['peach', 'warm green', 'pastel blue', 'olive green', 'navy']"
medium,brown,brown,Autumn,"['mustard', 'olive green', 'golden yellow', 'pastel blue', 'navy']"
fair,hazel,brown,Summer,"['grey', 'lavender', 'warm green', 'orange', 'white']"
medium,brown,brown,Autumn,"['orange', 'olive green', 'warm green', 'soft green', 'bright red']"
light,brown,brown,Summer,"['lavender', 'pastel blue', 'warm green', 'warm brown', 'white']"
fairLight,blue,blonde,Spring,"['golden yellow', 'coral', 'grey', 'mustard', 'jewel blue']"
light,blue,blonde,Spring,"['golden yellow', 'warm green', 'soft green', 'orange', 'black']"
fair,brown,brown,Summer,"['grey', 'lavender', 'clear turquoise', 'mustard', 'black']"
fair,brown,brown,Summer,"['lavender', 'pastel blue', 'peach', 'warm brown', 'bright red']"
lightMedium,brown,black,Spring,"['clear turquoise', 'coral', 'pastel blue', 'warm brown', 'white']"
light,hazel,brown,Summer,"['lavender', 'grey', 'peach', 'warm brown', 'navy']"
light,hazel,brown,Summer,"['soft green', 'pastel blue', 'golden yellow', 'olive green', 'bright red']"
lightMedium,brown,brown,Autumn,"['olive green', 'warm brown', 'peach', 'soft pink', 'black']"
fair,blue,blonde,Spring,"['warm green', 'coral', 'soft pink', 'orange', 'jewel blue']"
lightMedium,brown,brown,Autumn,"['olive green', 'mustard', 'peach', 'lavender', 'black']"
light,blue,blonde,Spring,"['golden yellow', 'peach', 'lavender', 'warm brown', 'white']"
fairLight,green,blonde,Spring,"['coral', 'golden yellow', 'soft pink', 'orange', 'white']"
mediumTan,brown,brown,Autumn,"['deep red', 'mustard', 'peach', 'soft green', 'white']"
lightMedium,green,brown,Autumn,"['mustard', 'olive green', 'warm green', 'lavender', 'navy']"
lightMedium,brown,brown,Autumn,"['deep red', 'mustard', 'golden yellow', 'grey', 'bright red']"
fair,green,brown,Summer,"['lavender', 'pastel blue', 'golden yellow', 'olive green', 'navy']"
fair,brown,brown,Summer,"['grey', 'lavender', 'warm green', 'deep red', 'black']"
lightMedium,brown,black,Spring,"['golden yellow', 'coral', 'soft green', 'orange', 'black']"
lightMedium,hazel,brown,Autumn,"['orange', 'deep red', 'coral', 'grey', 'black']"
mediumTan,hazel,brown,Autumn,"['orange', 'warm brown', 'golden yellow', 'lavender', 'bright red']"
fair,brown,brown,Summer,"['soft pink', 'grey', 'clear turquoise', 'olive green', 'black']"
fairLight,blue,blonde,Spring,"['coral', 'clear turquoise', 'grey', 'olive green', 'white']"
lightMedium,brown,black,Spring,"['peach', 'clear turquoise', 'pastel blue', 'deep red', 'navy']"
fair,green,blonde,Spring,"['peach', 'golden yellow', 'pastel blue', 'olive green', 'bright red']"
lightMedium,brown,brown,Autumn,"['deep red', 'warm brown', 'golden yellow', 'grey', 'bright red']"
