skin_tone,eye_color,hair_color,primary_season,color_palette,palette_name
mediumTan,green,brown,Autumn,"['mustard', 'warm brown', 'peach', 'soft pink', 'jewel blue']",Palette_b97ed0da
light,blue,blonde,Spring,"['warm green', 'golden yellow', 'soft pink', 'orange', 'white']",Palette_1832e150
medium,blue,blonde,Spring,"['clear turquoise', 'coral', 'soft pink', 'deep red', 'bright red']",Palette_ae283e44
lightMedium,brown,black,Spring,"['warm green', 'coral', 'soft green', 'deep red', 'black']",Palette_9a9683a5
lightMedium,brown,brown,Autumn,"['olive green', 'orange', 'warm green', 'soft pink', 'bright red']",Palette_8c07c2f5
lightMedium,brown,black,Spring,"['clear turquoise', 'coral', 'soft green', 'orange', 'white']",Palette_9634899f
fair,brown,black,Summer,"['pastel blue', 'grey', 'clear turquoise', 'deep red', 'black']",Palette_2cc6a1a6
fair,green,brown,Summer,"['lavender', 'grey', 'coral', 'orange', 'bright red']",Palette_db56f350
mediumTan,brown,brown,Autumn,"['mustard', 'deep red', 'clear turquoise', 'soft green', 'navy']",Palette_c31dd4a2
light,brown,brown,Summer,"['soft pink', 'pastel blue', 'peach', 'olive green', 'white']",Palette_9f314125
mediumTan,brown,brown,Autumn,"['mustard', 'deep red', 'warm green', 'pastel blue', 'navy']",Palette_2b552fef
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'warm green', 'lavender', 'black']",Palette_27da956c
lightMedium,brown,black,Spring,"['clear turquoise', 'coral', 'lavender', 'mustard', 'navy']",Palette_f74fb7c4
mediumTan,green,brown,Autumn,"['orange', 'mustard', 'clear turquoise', 'grey', 'jewel blue']",Palette_96598810
lightMedium,blue,blonde,Spring,"['peach', 'golden yellow', 'pastel blue', 'orange', 'white']",Palette_3a8f7bc7
fair,brown,blonde,Summer,"['soft green', 'grey', 'coral', 'deep red', 'navy']",Palette_8c01d97e
lightMedium,brown,brown,Autumn,"['warm brown', 'mustard', 'golden yellow', 'pastel blue', 'bright red']",Palette_0e7ab7cc
lightMedium,brown,brown,Autumn,"['olive green', 'deep red', 'golden yellow', 'grey', 'navy']",Palette_15a7f1a3
lightMedium,blue,blonde,Spring,"['warm green', 'peach', 'pastel blue', 'orange', 'white']",Palette_d1979997
mediumTan,brown,blonde,Spring,"['clear turquoise', 'golden yellow', 'grey', 'deep red', 'white']",Palette_70ea3b0d
fair,green,brown,Summer,"['grey', 'soft pink', 'coral', 'mustard', 'bright red']",Palette_611ac42e
light,brown,black,Summer,"['soft pink', 'grey', 'coral', 'olive green', 'bright red']",Palette_65ddca19
light,hazel,brown,Summer,"['pastel blue', 'soft green', 'peach', 'warm brown', 'bright red']",Palette_28dc167f
light,brown,brown,Summer,"['soft green', 'grey', 'warm green', 'mustard', 'navy']",Palette_951311ee
light,brown,brown,Summer,"['grey', 'soft green', 'coral', 'warm brown', 'white']",Palette_b759148c
fair,brown,brown,Summer,"['grey', 'lavender', 'coral', 'olive green', 'bright red']",Palette_ffd8ab11
medium,brown,brown,Autumn,"['deep red', 'orange', 'peach', 'grey', 'navy']",Palette_937e769d
fair,brown,black,Summer,"['pastel blue', 'grey', 'peach', 'olive green', 'jewel blue']",Palette_ec217b84
light,brown,blonde,Summer,"['grey', 'pastel blue', 'warm green', 'deep red', 'white']",Palette_7d2d03ef
tan,brown,black,Spring,"['peach', 'warm green', 'soft pink', 'olive green', 'bright red']",Palette_ac5934e9
lightMedium,brown,black,Spring,"['peach', 'warm green', 'soft green', 'warm brown', 'black']",Palette_e4a20b7d
light,brown,brown,Summer,"['pastel blue', 'grey', 'coral', 'deep red', 'white']",Palette_1df7386a
lightMedium,hazel,blonde,Spring,"['warm green', 'coral', 'grey', 'warm brown', 'black']",Palette_3b0445b1
medium,brown,brown,Autumn,"['orange', 'warm brown', 'warm green', 'soft pink', 'jewel blue']",Palette_c5a906be
lightMedium,brown,brown,Autumn,"['deep red', 'mustard', 'coral', 'soft green', 'bright red']",Palette_6e302b1f
mediumTan,brown,brown,Autumn,"['warm brown', 'olive green', 'golden yellow', 'grey', 'white']",Palette_1d61aff3
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'golden yellow', 'soft green', 'jewel blue']",Palette_d7d38f35
light,green,blonde,Spring,"['warm green', 'peach', 'lavender', 'olive green', 'navy']",Palette_c345e5b8
fair,hazel,brown,Summer,"['pastel blue', 'grey', 'peach', 'mustard', 'black']",Palette_bb970feb
tan,brown,black,Spring,"['golden yellow', 'peach', 'soft pink', 'mustard', 'black']",Palette_8162dfea
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'coral', 'soft pink', 'navy']",Palette_48ff419a
lightMedium,green,brown,Autumn,"['mustard', 'deep red', 'golden yellow', 'grey', 'black']",Palette_901ff358
light,blue,brown,Summer,"['soft pink', 'lavender', 'peach', 'deep red', 'white']",Palette_bc2d0379
lightMedium,brown,brown,Autumn,"['olive green', 'orange', 'peach', 'grey', 'white']",Palette_7ec1871e
fair,blue,blonde,Spring,"['peach', 'warm green', 'soft green', 'orange', 'black']",Palette_b7570a83
mediumTan,brown,blonde,Spring,"['peach', 'coral', 'grey', 'deep red', 'white']",Palette_fc64b76e
medium,brown,black,Spring,"['golden yellow', 'warm green', 'lavender', 'olive green', 'bright red']",Palette_c2761f75
light,hazel,brown,Summer,"['soft green', 'lavender', 'golden yellow', 'deep red', 'white']",Palette_9e209d3a
light,blue,blonde,Spring,"['warm green', 'golden yellow', 'grey', 'olive green', 'navy']",Palette_d4ea2249
Other,brown,brown,Winter,"['black', 'jewel blue', 'warm green', 'soft pink', 'warm brown']",Palette_f7230fd7
medium,brown,brown,Autumn,"['mustard', 'olive green', 'peach', 'soft green', 'black']",Palette_f8623df0
light,blue,brown,Summer,"['lavender', 'pastel blue', 'golden yellow', 'orange', 'bright red']",Palette_60669ee5
mediumTan,brown,brown,Autumn,"['olive green', 'mustard', 'coral', 'lavender', 'bright red']",Palette_060605ac
fair,hazel,brown,Summer,"['pastel blue', 'lavender', 'warm green', 'deep red', 'white']",Palette_c19356d2
light,hazel,brown,Summer,"['pastel blue', 'soft green', 'coral', 'orange', 'navy']",Palette_6915630f
fair,brown,brown,Summer,"['pastel blue', 'soft green', 'warm green', 'deep red', 'white']",Palette_37adf054
fairLight,hazel,auburn,Spring,"['clear turquoise', 'warm green', 'soft pink', 'warm brown', 'white']",Palette_05fc57f1
Other,brown,black,Winter,"['jewel blue', 'navy', 'warm green', 'soft pink', 'olive green']",Palette_1afe5edb
lightMedium,brown,brown,Autumn,"['orange', 'mustard', 'peach', 'grey', 'jewel blue']",Palette_a8c9cbd1
light,brown,brown,Summer,"['lavender', 'grey', 'warm green', 'deep red', 'black']",Palette_e3895ad1
light,brown,brown,Summer,"['soft pink', 'soft green', 'clear turquoise', 'mustard', 'jewel blue']",Palette_693b7008
light,brown,brown,Summer,"['pastel blue', 'grey', 'coral', 'olive green', 'navy']",Palette_c4892c6b
mediumTan,hazel,brown,Autumn,"['olive green', 'mustard', 'peach', 'soft pink', 'jewel blue']",Palette_b2f4f6f7
fair,green,blonde,Spring,"['coral', 'clear turquoise', 'soft green', 'mustard', 'navy']",Palette_1e79d363
medium,brown,black,Spring,"['warm green', 'golden yellow', 'pastel blue', 'olive green', 'black']",Palette_d25193c7
fair,blue,blonde,Spring,"['warm green', 'peach', 'pastel blue', 'deep red', 'black']",Palette_c2c5f6c9
light,brown,brown,Summer,"['soft green', 'grey', 'clear turquoise', 'orange', 'jewel blue']",Palette_012b01aa
medium,brown,brown,Autumn,"['olive green', 'orange', 'golden yellow', 'soft pink', 'bright red']",Palette_746bd216
fair,brown,black,Summer,"['lavender', 'pastel blue', 'coral', 'deep red', 'black']",Palette_d24b93d6
mediumTan,brown,black,Spring,"['warm green', 'peach', 'lavender', 'deep red', 'navy']",Palette_a8d5e126
fair,green,brown,Summer,"['grey', 'lavender', 'coral', 'warm brown', 'bright red']",Palette_a8168633
mediumTan,brown,black,Spring,"['golden yellow', 'coral', 'soft green', 'deep red', 'black']",Palette_91b0bdd6
light,hazel,brown,Summer,"['pastel blue', 'grey', 'warm green', 'deep red', 'navy']",Palette_1d3ffa5d
fair,hazel,black,Summer,"['soft pink', 'grey', 'golden yellow', 'olive green', 'navy']",Palette_e798ef17
medium,brown,brown,Autumn,"['olive green', 'warm brown', 'warm green', 'lavender', 'jewel blue']",Palette_506dea4b
lightMedium,hazel,brown,Autumn,"['mustard', 'warm brown', 'warm green', 'soft green', 'black']",Palette_5b3bb219
medium,green,blonde,Spring,"['warm green', 'clear turquoise', 'pastel blue', 'mustard', 'bright red']",Palette_23e78866
fair,green,black,Summer,"['soft pink', 'lavender', 'peach', 'orange', 'jewel blue']",Palette_8578cfdf
Other,brown,black,Winter,"['jewel blue', 'white', 'coral', 'pastel blue', 'orange']",Palette_907d7604
lightMedium,brown,brown,Autumn,"['mustard', 'olive green', 'coral', 'lavender', 'bright red']",Palette_0b3c41e6
mediumTan,brown,black,Spring,"['peach', 'golden yellow', 'grey', 'orange', 'white']",Palette_96e7e9ca
light,green,auburn,Spring,"['peach', 'clear turquoise', 'soft green', 'warm brown', 'bright red']",Palette_b65cb8ae
fair,green,brown,Summer,"['soft pink', 'soft green', 'coral', 'warm brown', 'navy']",Palette_5b669988
fairLight,brown,brown,Summer,"['lavender', 'soft green', 'warm green', 'deep red', 'navy']",Palette_802019bc
light,blue,blonde,Spring,"['warm green', 'clear turquoise', 'pastel blue', 'deep red', 'navy']",Palette_d781a9ed
fairLight,blue,brown,Summer,"['soft green', 'soft pink', 'golden yellow', 'mustard', 'jewel blue']",Palette_cbd3db15
light,blue,blonde,Spring,"['golden yellow', 'clear turquoise', 'grey', 'mustard', 'white']",Palette_ae6c3009
fair,blue,blonde,Spring,"['clear turquoise', 'coral', 'lavender', 'mustard', 'white']",Palette_a02648c9
fair,blue,blonde,Spring,"['peach', 'clear turquoise', 'grey', 'olive green', 'jewel blue']",Palette_ed0e25ab
lightMedium,brown,blonde,Spring,"['peach', 'golden yellow', 'lavender', 'olive green', 'navy']",Palette_6306709d
fair,hazel,brown,Summer,"['pastel blue', 'grey', 'golden yellow', 'warm brown', 'jewel blue']",Palette_a086bcbb
fair,green,black,Summer,"['soft green', 'lavender', 'clear turquoise', 'warm brown', 'jewel blue']",Palette_39276208
light,brown,black,Summer,"['soft pink', 'soft green', 'peach', 'warm brown', 'black']",Palette_83f8c74d
fairLight,blue,blonde,Spring,"['coral', 'warm green', 'pastel blue', 'deep red', 'white']",Palette_8708b968
light,brown,brown,Summer,"['soft pink', 'lavender', 'golden yellow', 'warm brown', 'white']",Palette_eeed6142
mediumTan,brown,brown,Autumn,"['deep red', 'warm brown', 'peach', 'pastel blue', 'black']",Palette_352f600d
fair,hazel,blonde,Spring,"['coral', 'warm green', 'grey', 'mustard', 'navy']",Palette_e5f8f893
fairLight,green,brown,Summer,"['lavender', 'pastel blue', 'peach', 'mustard', 'bright red']",Palette_e2108bd4
mediumTan,brown,brown,Autumn,"['warm brown', 'mustard', 'peach', 'pastel blue', 'bright red']",Palette_1030ac0b
lightMedium,brown,brown,Autumn,"['orange', 'olive green', 'coral', 'grey', 'jewel blue']",Palette_74b7f79c
mediumTan,brown,black,Spring,"['coral', 'clear turquoise', 'pastel blue', 'olive green', 'black']",Palette_be9c6dfb
mediumTan,brown,brown,Autumn,"['mustard', 'warm brown', 'coral', 'lavender', 'jewel blue']",Palette_8a9fc01d
fairLight,brown,brown,Summer,"['pastel blue', 'soft pink', 'warm green', 'deep red', 'white']",Palette_d203651b
light,green,brown,Summer,"['grey', 'pastel blue', 'clear turquoise', 'deep red', 'bright red']",Palette_353f1cb5
medium,hazel,brown,Autumn,"['olive green', 'warm brown', 'clear turquoise', 'soft green', 'white']",Palette_2a92b340
lightMedium,brown,blonde,Spring,"['golden yellow', 'coral', 'lavender', 'warm brown', 'white']",Palette_eb83609d
medium,green,brown,Autumn,"['mustard', 'olive green', 'peach', 'grey', 'bright red']",Palette_20f7e765
fair,blue,brown,Summer,"['grey', 'soft pink', 'peach', 'orange', 'navy']",Palette_535e2bd8
light,hazel,brown,Summer,"['soft pink', 'soft green', 'golden yellow', 'orange', 'jewel blue']",Palette_a8b325d0
light,brown,brown,Summer,"['soft pink', 'soft green', 'coral', 'warm brown', 'white']",Palette_1af5cd85
light,brown,brown,Summer,"['lavender', 'soft pink', 'peach', 'mustard', 'jewel blue']",Palette_da8356a9
light,blue,blonde,Spring,"['coral', 'warm green', 'grey', 'deep red', 'navy']",Palette_6d5135fc
light,brown,brown,Summer,"['soft green', 'pastel blue', 'clear turquoise', 'deep red', 'white']",Palette_717c4f86
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'warm green', 'grey', 'white']",Palette_9d09670a
medium,green,brown,Autumn,"['olive green', 'mustard', 'warm green', 'grey', 'white']",Palette_c22d4faf
tan,brown,black,Spring,"['peach', 'clear turquoise', 'soft pink', 'warm brown', 'jewel blue']",Palette_c8d6aee5
mediumTan,brown,black,Spring,"['coral', 'peach', 'pastel blue', 'mustard', 'black']",Palette_ec98b9c5
light,blue,blonde,Spring,"['clear turquoise', 'warm green', 'soft pink', 'deep red', 'black']",Palette_6289db8c
lightMedium,brown,black,Spring,"['coral', 'warm green', 'soft green', 'orange', 'black']",Palette_5af377db
light,blue,brown,Summer,"['pastel blue', 'lavender', 'coral', 'mustard', 'white']",Palette_1f9dd795
medium,brown,black,Spring,"['peach', 'golden yellow', 'grey', 'mustard', 'white']",Palette_e1d9ce47
medium,brown,black,Spring,"['peach', 'golden yellow', 'soft green', 'olive green', 'bright red']",Palette_f100e789
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'warm green', 'pastel blue', 'bright red']",Palette_6b9fc61e
mediumTan,brown,black,Spring,"['clear turquoise', 'warm green', 'pastel blue', 'orange', 'bright red']",Palette_6533ac04
light,brown,brown,Summer,"['pastel blue', 'grey', 'peach', 'warm brown', 'bright red']",Palette_7966bdcd
lightMedium,blue,brown,Spring,"['clear turquoise', 'coral', 'soft pink', 'olive green', 'jewel blue']",Palette_3fd44436
fair,hazel,blonde,Spring,"['golden yellow', 'peach', 'soft pink', 'mustard', 'black']",Palette_8162dfea
mediumTan,hazel,black,Spring,"['warm green', 'peach', 'soft green', 'olive green', 'white']",Palette_493d3b32
fair,green,brown,Summer,"['soft pink', 'pastel blue', 'coral', 'mustard', 'white']",Palette_a95a139e
medium,brown,brown,Autumn,"['warm brown', 'orange', 'golden yellow', 'pastel blue', 'black']",Palette_962582f4
light,brown,black,Summer,"['lavender', 'soft green', 'peach', 'orange', 'black']",Palette_ae26f55d
medium,brown,black,Spring,"['golden yellow', 'peach', 'soft pink', 'orange', 'navy']",Palette_9f9bc9a0
fair,blue,brown,Summer,"['pastel blue', 'soft green', 'peach', 'orange', 'black']",Palette_11f1cba8
lightMedium,brown,black,Spring,"['warm green', 'golden yellow', 'soft pink', 'mustard', 'navy']",Palette_c5e9baf8
light,hazel,black,Summer,"['soft pink', 'grey', 'warm green', 'orange', 'jewel blue']",Palette_69580795
light,brown,black,Summer,"['grey', 'soft pink', 'golden yellow', 'mustard', 'jewel blue']",Palette_ff5ca1ea
mediumTan,green,black,Spring,"['golden yellow', 'peach', 'soft pink', 'deep red', 'bright red']",Palette_ed8208d0
lightMedium,green,black,Spring,"['golden yellow', 'clear turquoise', 'soft green', 'mustard', 'jewel blue']",Palette_fb17acd1
fair,green,brown,Summer,"['pastel blue', 'soft green', 'clear turquoise', 'olive green', 'navy']",Palette_0e2b33d7
mediumTan,brown,brown,Autumn,"['olive green', 'mustard', 'coral', 'grey', 'jewel blue']",Palette_380bda21
light,brown,brown,Summer,"['grey', 'pastel blue', 'golden yellow', 'deep red', 'black']",Palette_4ec953d5
light,brown,brown,Summer,"['soft pink', 'pastel blue', 'peach', 'olive green', 'black']",Palette_a12dd33c
light,green,brown,Summer,"['grey', 'pastel blue', 'warm green', 'deep red', 'white']",Palette_7d2d03ef
fairLight,blue,black,Summer,"['pastel blue', 'lavender', 'peach', 'deep red', 'jewel blue']",Palette_e6c3e434
fair,blue,brown,Summer,"['lavender', 'soft pink', 'peach', 'mustard', 'jewel blue']",Palette_da8356a9
fairLight,green,blonde,Spring,"['peach', 'warm green', 'pastel blue', 'olive green', 'white']",Palette_9f903112
fairLight,blue,blonde,Spring,"['coral', 'warm green', 'lavender', 'orange', 'black']",Palette_e35fd01f
light,brown,black,Summer,"['soft green', 'pastel blue', 'peach', 'deep red', 'black']",Palette_cf2861fb
fair,hazel,blonde,Spring,"['peach', 'coral', 'grey', 'orange', 'bright red']",Palette_088e138a
lightMedium,brown,brown,Autumn,"['olive green', 'deep red', 'warm green', 'soft green', 'jewel blue']",Palette_3bd91ef1
fair,blue,blonde,Spring,"['coral', 'warm green', 'grey', 'olive green', 'white']",Palette_c7d56588
light,blue,brown,Summer,"['grey', 'lavender', 'peach', 'mustard', 'white']",Palette_87cb8b60
light,brown,brown,Summer,"['soft green', 'lavender', 'warm green', 'orange', 'black']",Palette_fe4a561b
light,brown,brown,Summer,"['grey', 'soft pink', 'warm green', 'orange', 'white']",Palette_3f1e9032
fairLight,brown,black,Summer,"['soft green', 'grey', 'warm green', 'olive green', 'navy']",Palette_9d3e3a24
fair,brown,brown,Summer,"['pastel blue', 'soft pink', 'golden yellow', 'olive green', 'bright red']",Palette_4489b5dd
deep,brown,black,Winter,"['navy', 'jewel blue', 'coral', 'soft pink', 'mustard']",Palette_32644927
light,brown,brown,Summer,"['soft pink', 'grey', 'warm green', 'mustard', 'bright red']",Palette_4c4d0ee1
light,green,blonde,Spring,"['peach', 'coral', 'lavender', 'deep red', 'bright red']",Palette_81783342
light,brown,brown,Summer,"['grey', 'lavender', 'warm green', 'mustard', 'white']",Palette_abcdb22c
fair,hazel,black,Summer,"['soft green', 'lavender', 'peach', 'olive green', 'white']",Palette_b93de647
fair,blue,blonde,Spring,"['golden yellow', 'warm green', 'grey', 'deep red', 'black']",Palette_44da3138
fair,hazel,brown,Summer,"['soft green', 'soft pink', 'warm green', 'deep red', 'navy']",Palette_f7c303e2
light,green,brown,Summer,"['soft pink', 'pastel blue', 'coral', 'deep red', 'navy']",Palette_3c0ef539
